Date/Time,Misc_Loads:InteriorEquipment:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Res_lighting:InteriorLights:Electricity [J](Hourly),NonRes_lighting:InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Appliances:InteriorEquipment:Electricity [J](Hourly) ,DHW:NaturalGas [J](Hourly) 
 08/03  04:00:00,12104025.15,24335291.44,2098031.992,654411.6769,280883.0674,3210464.749,0,93744.97542,5893729.834,5893729.834
 08/03  05:00:00,12482275.93,34616457.31,5756753.656,1795628.869,722103.3507,2664449.581,4499196.863,123699.1572,6572349.9,6572349.9
 08/03  06:00:00,13995279.07,50045836.58,13515268.45,4215640.906,1695299.333,3594913.274,3204297.41,148597.6265,9676540.506,9676540.506
 08/03  07:00:00,15886533,61560401.53,17103223.81,5334784.892,2145357.603,4186734.203,2746715.74,159446.2267,13997602.68,13997602.68
 08/03  08:00:00,16264783.79,63445464.5,18175923.3,5669378.01,2126098.268,2913044.946,1186903.993,102192.2544,17007139.95,17007139.95
 08/03  09:00:00,16264783.79,63967333.85,18683578.11,5827724.136,2035962.069,147304.1828,658772.6766,13820.26013,20335388.63,20335388.63
 08/03  10:00:00,16264783.79,63805058.12,18175584.49,5669272.33,1972241.451,171352.1764,308054.14,9789.269812,21233980.48,21233980.48
 08/03  11:00:00,16643034.57,64261737.55,17471773.1,5449741.649,1883958.264,212498.6503,157774.1955,9049.074967,22433908.05,22433908.05
 08/03  12:00:00,17021285.36,63819678.29,16963779.47,5291289.843,1820237.646,283279.7318,201324.1175,11688.14247,22226793.97,22226793.97
 08/03  13:00:00,17021285.36,61561501.75,16814294.9,5244663.075,1801486.92,539340.5316,0,15810.93185,20124619.94,20124619.94
 08/03  14:00:00,16643034.57,62041741.95,17017381.44,5308009.202,1800421.954,1673183.765,0,47230.5306,19552480.44,19552480.44
 08/03  15:00:00,17399536.15,68800523,18344809.79,5722056.565,1807091.109,6474460.997,0,182362.5846,18870205.76,18870205.76
 08/03  16:00:00,18156037.72,83524095.41,22132002.26,6903345.977,1839175.075,11486869.04,0,326771.5644,22679893.78,22679893.78
 08/03  17:00:00,19669040.86,140208842.4,29283350.55,9133972.506,1958359.07,50375082.1,0,1474363.64,28314673.3,28314673.3
 08/03  18:00:00,20047291.65,135414210.2,36634904.16,11427046.47,2282208.895,38764785.59,0,1161113.353,25096860.01,25096860.01
 08/03  19:00:00,18912539.29,123279401.9,38194225.01,11913425.02,2911112.1,30766407.31,0,928843.7401,19652849.35,19652849.35
 08/03  20:00:00,17777786.93,104736762.9,32465634.81,10126580.81,3739261.154,22535541.73,0,685305.3347,17406652.16,17406652.16
 08/03  21:00:00,17021285.36,89001510.03,24585954.75,7668775.278,4364469.293,18126801.51,0,551475.2555,16682748.58,16682748.58
 08/03  22:00:00,15130031.43,75111185.68,21154495.1,6598444.953,3133221.848,14618667.99,0,442772.7054,14033551.65,14033551.65
 08/03  23:00:00,13617028.29,48368220.65,9501203.977,2963586.28,1370171.315,10550251.83,0,319296.2442,10046682.72,10046682.72
 08/03  24:00:00,13238777.5,35276796.39,4717753.269,1471547.069,680348.5344,7588162.908,0,228436.5315,7351770.58,7351770.58
 08/04  01:00:00,12482275.93,28921808.27,2830651.962,882928.2412,408209.1206,5557562.109,0,166201.9137,6593978.992,6593978.992
 08/04  02:00:00,12104025.15,24557824.7,1887101.308,588618.8275,272139.4137,3717488.73,0,110634.9639,5877816.316,5877816.316
 08/04  03:00:00,11725774.36,22438356.55,1887101.308,588618.8275,272139.4137,2457235.646,0,72837.14763,5434649.849,5434649.849
 08/04  04:00:00,12104025.15,23088578.33,2098031.992,654411.6769,280883.0674,1998649.951,0,58846.6665,5893729.834,5893729.834
 08/04  05:00:00,12482275.93,34847778.93,5756753.656,1795628.869,722103.3507,1899901.314,5510535.7,108230.2063,6572349.9,6572349.9
 08/04  06:00:00,13995279.07,51819908.56,13515268.45,4215640.906,1695299.333,2593632.488,5970966.818,157278.1712,9676540.506,9676540.506
 08/04  07:00:00,15886533,61937366.05,17103223.81,5334784.892,2145357.603,2905990.575,4415871.52,148001.7715,13997602.68,13997602.68
 08/04  08:00:00,16264783.79,64372251.71,18175923.3,5669378.01,2126098.268,3462626.493,1542123.31,124177.3308,17007139.95,17007139.95
 08/04  09:00:00,16264783.79,64073986.35,18683578.11,5827724.136,2035962.069,147062.2713,764204.3915,15282.0234,20335388.63,20335388.63
 08/04  10:00:00,16264783.79,63918742.75,18175584.49,5669272.33,1972241.451,186609.145,404626.7214,11644.35547,21233980.48,21233980.48
 08/04  11:00:00,16643034.57,64307767.06,17471773.1,5449741.649,1883958.264,299608.7221,114677.7952,11064.61845,22433908.05,22433908.05
 08/04  12:00:00,17021285.36,64074127.15,16963779.47,5291289.843,1820237.646,704761.3044,24720.16173,21259.34891,22226793.97,22226793.97
 08/04  13:00:00,17021285.36,62524485.95,16814294.9,5244663.075,1801486.92,1476349.929,0,41785.10992,20124619.94,20124619.94
 08/04  14:00:00,16643034.57,63378172.7,17017381.44,5308009.202,1800421.954,2973121.196,0,83723.89953,19552480.44,19552480.44
 08/04  15:00:00,17399536.15,70597628.69,18344809.79,5722056.565,1807091.109,8222032.841,0,231896.476,18870205.76,18870205.76
 08/04  16:00:00,18156037.72,86526135.55,22132002.26,6903345.977,1839175.075,14407538.46,0,408142.283,22679893.78,22679893.78
 08/04  17:00:00,19669040.86,147166624.8,29283350.55,9133972.506,1958359.07,57143692.79,0,1663535.724,28314673.3,28314673.3
 08/04  18:00:00,20047291.65,140010548.5,36634904.16,11427046.47,2282208.895,43233981.05,0,1288253.117,25096860.01,25096860.01
 08/04  19:00:00,18912539.29,130606905.1,38194225.01,11913425.02,2911112.1,35322917.29,0,1060296.767,22292389.49,22292389.49
 08/04  20:00:00,17777786.93,115696390.1,32465634.81,10126580.81,3739261.154,28382228.23,0,855605.9442,22349292.18,22349292.18
 08/04  21:00:00,17021285.36,92974480.34,24585954.75,7668775.278,4364469.293,21985553.55,0,665693.3467,16682748.58,16682748.58
 08/04  22:00:00,15130031.43,77452097.66,21154495.1,6598444.953,3133221.848,16891608.82,0,510743.8576,14033551.65,14033551.65
 08/04  23:00:00,13617028.29,50857094.08,9501203.977,2963586.28,1370171.315,12968045.66,0,390375.1178,10046682.72,10046682.72
 08/04  24:00:00,13238777.5,38020301.85,4717753.269,1471547.069,680348.5344,10253610.1,0,306494.7965,7351770.58,7351770.58
 08/05  01:00:00,12482275.93,31578312.76,2830651.962,882928.2412,408209.1206,7933791.034,0,235611.7095,6804844.764,6804844.764
 08/05  02:00:00,12104025.15,26755473.17,1887101.308,588618.8275,272139.4137,5716331.671,0,168863.309,6018393.498,6018393.498
 08/05  03:00:00,11725774.36,23878861.79,1887101.308,588618.8275,272139.4137,3788835.591,0,111453.846,5504938.44,5504938.44
 08/05  04:00:00,12104025.15,23896036.08,2098031.992,654411.6769,280883.0674,2646878.332,0,77498.79166,6034307.016,6034307.016
 08/05  05:00:00,12482275.93,29882530.59,5756753.656,1795628.869,722103.3507,2276177.829,0,66375.25281,6783215.673,6783215.673
 08/05  06:00:00,13995279.07,52918407.38,13515268.45,4215640.906,1695299.333,3707167.235,5389280.87,161622.2787,10238849.23,10238849.23
 08/05  07:00:00,15886533,64648696.28,17103223.81,5334784.892,2145357.603,5502041.324,3347017.824,207517.6173,15122220.14,15122220.14
 08/05  08:00:00,16264783.79,70492616.33,18175923.3,5669378.01,2126098.268,6929704.662,2395211.581,237449.4765,18694066.13,18694066.13
 08/05  09:00:00,16264783.79,76898129.3,18683578.11,5827724.136,2035962.069,9497198.749,1561174.255,302507.4696,22725200.72,22725200.72
 08/05  10:00:00,16264783.79,78624879.09,18175584.49,5669272.33,1972241.451,11092071.18,1131211.222,344479.1126,23975235.52,23975235.52
 08/05  11:00:00,16643034.57,82361137.23,17471773.1,5449741.649,1883958.264,14587636.49,608218.3943,436178.783,25280595.98,25280595.98
 08/05  12:00:00,17021285.36,89995110.39,16963779.47,5291289.843,1820237.646,21947482.52,101632.3207,628440.8364,26220961.72,26220961.72
 08/05  13:00:00,17021285.36,95509669.98,16814294.9,5244663.075,1801486.92,27442447.97,14537.51495,772853.9478,26398100.2,26398100.2
 08/05  14:00:00,16643034.57,93488195.95,17017381.44,5308009.202,1800421.954,30307846.72,0,855796.568,21555705.28,21555705.28
 08/05  15:00:00,17399536.15,98763220.46,18344809.79,5722056.565,1807091.109,33522431.34,0,953287.6986,21014007.79,21014007.79
 08/05  16:00:00,18156037.72,112897336.6,22132002.26,6903345.977,1839175.075,38167246.14,0,1086699.171,24612830.03,24612830.03
 08/05  17:00:00,19669040.86,132837477.2,29283350.55,9133972.506,1958359.07,41392639.46,0,1187647.503,30212465.26,30212465.26
 08/05  18:00:00,20047291.65,136554229,36634904.16,11427046.47,2282208.895,38167920.26,0,1105638.242,26889219.08,26889219.08
 08/05  19:00:00,18912539.29,128233779.6,38194225.01,11913425.02,2911112.1,33868352.03,0,988917.4097,21445208.42,21445208.42
 08/05  20:00:00,17777786.93,113043015.4,32465634.81,10126580.81,3739261.154,28850334.2,0,849261.7134,19234155.53,19234155.53
 08/05  21:00:00,17021285.36,97750658.28,24585954.75,7668775.278,4364469.293,24797034.67,0,732598.4037,18580540.53,18580540.53
 08/05  22:00:00,15130031.43,82983929.51,21154495.1,6598444.953,3133221.848,20773371.18,0,614463.6089,15579900.65,15579900.65
 08/05  23:00:00,13617028.29,54559109.69,9501203.977,2963586.28,1370171.315,15751102.46,0,465871.564,10890145.81,10890145.81
 08/05  24:00:00,13238777.5,40670636.79,4717753.269,1471547.069,680348.5344,12490870.04,0,368126.7576,7703213.535,7703213.535
 08/06  01:00:00,12482275.93,33678136.25,2830651.962,882928.2412,408209.1206,9976390.504,0,292835.7299,6804844.764,6804844.764
 08/06  02:00:00,12104025.15,29074990.3,1887101.308,588618.8275,272139.4137,7971545.104,0,233167.0037,6018393.498,6018393.498
 08/06  03:00:00,11725774.36,26382962.15,1887101.308,588618.8275,272139.4137,6222831.303,0,181558.4979,5504938.44,5504938.44
 08/06  04:00:00,12104025.15,26382380.49,2098031.992,654411.6769,280883.0674,5063724.431,0,146997.1643,6034307.016,6034307.016
 08/06  05:00:00,12482275.93,32400889.98,5756753.656,1795628.869,722103.3507,4724458.6,0,136453.9043,6783215.673,6783215.673
 08/06  06:00:00,13995279.07,50323300.01,13515268.45,4215640.906,1695299.333,6476567.099,0,186395.9188,10238849.23,10238849.23
 08/06  07:00:00,15886533,64827872.71,17103223.81,5334784.892,2145357.603,8976566.652,0,259186.606,15122220.14,15122220.14
 08/06  08:00:00,16264783.79,72283188.95,18175923.3,5669378.01,2126098.268,10083680.26,0,293188.2251,19670131.4,19670131.4
 08/06  09:00:00,16264783.79,203774189.1,18683578.11,5827724.136,2035962.069,26212488,0,758135.8045,133991514.9,133991514.9
 08/06  10:00:00,16264783.79,101069713.2,18175584.49,5669272.33,1972241.451,21875526.47,0,631696.5913,36480607.37,36480607.37
 08/06  11:00:00,16643034.57,89573992.92,17471773.1,5449741.649,1883958.264,22207939.52,0,636949.8351,25280595.98,25280595.98
 08/06  12:00:00,17021285.36,93259636.67,16963779.47,5291289.843,1820237.646,26586291.11,0,749278.9475,24827471.83,24827471.83
 08/06  13:00:00,17021285.36,93531806.34,16814294.9,5244663.075,1801486.92,29347906.02,0,822882.32,22479287.74,22479287.74
 08/06  14:00:00,16643034.57,94685616.06,17017381.44,5308009.202,1800421.954,31472601.56,0,888461.9226,21555705.28,21555705.28
 08/06  15:00:00,17399536.15,99541713.55,18344809.79,5722056.565,1807091.109,34273657.38,0,980554.7356,21014007.79,21014007.79
 08/06  16:00:00,18156037.72,112726682.1,22132002.26,6903345.977,1839175.075,37987324.91,0,1095966.093,24612830.03,24612830.03
 08/06  17:00:00,19669040.86,133322626.2,29283350.55,9133972.506,1958359.07,41849994.26,0,1215443.608,30212465.26,30212465.26
 08/06  18:00:00,20047291.65,140672306.1,36634904.16,11427046.47,2282208.895,42158446.59,0,1233188.547,26889219.08,26889219.08
 08/06  19:00:00,18912539.29,131791171.8,38194225.01,11913425.02,2911112.1,37317795.62,0,1096865.859,21445208.42,21445208.42
 08/06  20:00:00,17777786.93,116504327,32465634.81,10126580.81,3739261.154,30946287.84,0,916654.5623,20532120.83,20532120.83
 08/06  21:00:00,17021285.36,98695402.92,24585954.75,7668775.278,4364469.293,25707312.86,0,767064.8558,18580540.53,18580540.53
 08/06  22:00:00,15130031.43,81936873.96,21154495.1,6598444.953,3133221.848,19747697.18,0,593082.8019,15579900.65,15579900.65
 08/06  23:00:00,13617028.29,53561774.39,9501203.977,2963586.28,1370171.315,14776878.66,0,442760.0587,10890145.81,10890145.81
 08/06  24:00:00,13238777.5,40432020.2,4717753.269,1471547.069,680348.5344,12256437.33,0,363942.9629,7703213.535,7703213.535
 08/07  01:00:00,12482275.93,33707607.93,2830651.962,882928.2412,408209.1206,10208734.62,0,300829.0701,6593978.992,6593978.992
 08/07  02:00:00,12104025.15,29724009.36,1887101.308,588618.8275,272139.4137,8738477.779,0,255830.5673,5877816.316,5877816.316
 08/07  03:00:00,11725774.36,27286234.48,1887101.308,588618.8275,272139.4137,7168909.654,0,209040.5217,5434649.849,5434649.849
 08/07  04:00:00,12104025.15,27162815.91,2098031.992,654411.6769,280883.0674,5958733.999,0,173000.1944,5893729.834,5893729.834
 08/07  05:00:00,12482275.93,35433272.49,5756753.656,1795628.869,722103.3507,5552549.121,2364603.307,187008.3525,6572349.9,6572349.9
 08/07  06:00:00,13995279.07,53237350.16,13515268.45,4215640.906,1695299.333,7740152.222,2146402.38,252767.1143,9676540.506,9676540.506
 08/07  07:00:00,15886533,66519126.66,17103223.81,5334784.892,2145357.603,9775051.849,1966573.712,309998.9775,13997602.68,13997602.68
 08/07  08:00:00,16264783.79,70720511.28,18175923.3,5669378.01,2126098.268,10684467.07,474986.5484,317734.35,17007139.95,17007139.95
 08/07  09:00:00,16264783.79,63687896.29,18683578.11,5827724.136,2035962.069,373087.4912,153496.0504,13876.01958,20335388.63,20335388.63
 08/07  10:00:00,16264783.79,65112363.85,18175584.49,5669272.33,1972241.451,1742099.098,4250.29979,50151.45552,21233980.48,21233980.48
 08/07  11:00:00,16643034.57,66621688.71,17471773.1,5449741.649,1883958.264,2664653.926,0,74619.06888,22433908.05,22433908.05
 08/07  12:00:00,17021285.36,69332287.19,16963779.47,5291289.843,1820237.646,5850946.044,0,157954.8548,22226793.97,22226793.97
 08/07  13:00:00,17021285.36,73103539.97,16814294.9,5244663.075,1801486.92,11783187.2,0,314002.5729,20124619.94,20124619.94
 08/07  14:00:00,16643034.57,77274680.89,17017381.44,5308009.202,1800421.954,16511655.94,0,441697.257,19552480.44,19552480.44
 08/07  15:00:00,17399536.15,84175028.21,18344809.79,5722056.565,1807091.109,21449196.13,0,582131.5414,18870205.76,18870205.76
 08/07  16:00:00,18156037.72,98860983.76,22132002.26,6903345.977,1839175.075,26423259.28,0,727269.6127,22679893.78,22679893.78
 08/07  17:00:00,19669040.86,229277415.4,29283350.55,9133972.506,1958359.07,80077735.06,0,2291676.314,86863279.8,86863279.8
 08/07  18:00:00,20047291.65,172106051.8,36634904.16,11427046.47,2282208.895,56592749.85,0,1663938.977,43457911.18,43457911.18
 08/07  19:00:00,18912539.29,135614170.7,38194225.01,11913425.02,2911112.1,42756179.71,0,1273840.171,19652849.35,19652849.35
 08/07  20:00:00,17777786.93,117492361.9,32465634.81,10126580.81,3739261.154,34933391.52,0,1043054.484,17406652.16,17406652.16
 08/07  21:00:00,17021285.36,99152620.86,24585954.75,7668775.278,4364469.293,27988894.15,0,840493.4492,16682748.58,16682748.58
 08/07  22:00:00,15130031.43,82083283.72,21154495.1,6598444.953,3133221.848,21390019.8,0,643518.234,14033551.65,14033551.65
 08/07  23:00:00,13617028.29,54361980.09,9501203.977,2963586.28,1370171.315,16371448.77,0,491858.7436,10046682.72,10046682.72
 08/07  24:00:00,13238777.5,40386180.07,4717753.269,1471547.069,680348.5344,12549830.27,0,376152.8279,7351770.58,7351770.58
 08/08  01:00:00,12482275.93,33334759.87,2830651.962,882928.2412,408209.1206,9843135.763,0,293579.8625,6593978.992,6593978.992
 08/08  02:00:00,12104025.15,28322068.33,1887101.308,588618.8275,272139.4137,7373427.029,0,218940.2896,5877816.316,5877816.316
 08/08  03:00:00,11725774.36,25219180.2,1887101.308,588618.8275,272139.4137,5158353.158,0,152543.2829,5434649.849,5434649.849
 08/08  04:00:00,12104025.15,25232243.48,2098031.992,654411.6769,280883.0674,4081211.59,0,119950.1756,5893729.834,5893729.834
 08/08  05:00:00,12482275.93,35054270.04,5756753.656,1795628.869,722103.3507,3402848.23,4179595.59,142714.5125,6572349.9,6572349.9
 08/08  06:00:00,13995279.07,51247408.96,13515268.45,4215640.906,1695299.333,5048682.854,2913307.857,187389.9786,9676540.506,9676540.506
 08/08  07:00:00,15886533,64371034.34,17103223.81,5334784.892,2145357.603,7028285.498,2633488.089,241754.5273,13997602.68,13997602.68
 08/08  08:00:00,16264783.79,67718593.75,18175923.3,5669378.01,2126098.268,7347509.216,898671.6241,229089.6052,17007139.95,17007139.95
 08/08  09:00:00,16264783.79,63816014.18,18683578.11,5827724.136,2035962.069,222548.3969,432999.2675,13029.75256,20335388.63,20335388.63
 08/08  10:00:00,16264783.79,64149436.98,18175584.49,5669272.33,1972241.451,655257.5981,156563.8444,21753.00214,21233980.48,21233980.48
 08/08  11:00:00,16643034.57,65111198.96,17471773.1,5449741.649,1883958.264,1179757.289,14451.94174,34574.09616,22433908.05,22433908.05
 08/08  12:00:00,17021285.36,65504203.52,16963779.47,5291289.843,1820237.646,2121102.524,0,59714.70469,22226793.97,22226793.97
 08/08  13:00:00,17021285.36,65149620.53,16814294.9,5244663.075,1801486.92,4031848.914,0,111421.4211,20124619.94,20124619.94
 08/08  14:00:00,16643034.57,68364033.68,17017381.44,5308009.202,1800421.954,7827950.177,0,214755.9021,19552480.44,19552480.44
 08/08  15:00:00,17399536.15,76047868.37,18344809.79,5722056.565,1807091.109,13530771.83,0,373397.1768,18870205.76,18870205.76
 08/08  16:00:00,18156037.72,90051571.92,22132002.26,6903345.977,1839175.075,17841403.92,0,499713.1336,22679893.78,22679893.78
 08/08  17:00:00,19669040.86,153330070.5,29283350.55,9133972.506,1958359.07,63138462.44,0,1832210.456,28314673.3,28314673.3
 08/08  18:00:00,20047291.65,142150835.2,36634904.16,11427046.47,2282208.895,45313466.63,0,1349057.35,25096860.01,25096860.01
 08/08  19:00:00,18912539.29,129246978.2,38194225.01,11913425.02,2911112.1,36569090.61,0,1093736.797,19652849.35,19652849.35
 08/08  20:00:00,17777786.93,110619113.3,32465634.81,10126580.81,3739261.154,28252503.53,0,850693.9314,17406652.16,17406652.16
 08/08  21:00:00,17021285.36,92650288.68,24585954.75,7668775.278,4364469.293,21669919.61,0,657135.8028,16682748.58,16682748.58
 08/08  22:00:00,15130031.43,77621575.12,21154495.1,6598444.953,3133221.848,17055691.07,0,516139.0671,14033551.65,14033551.65
 08/08  23:00:00,13617028.29,50694721.29,9501203.977,2963586.28,1370171.315,12809882.05,0,386166.6665,10046682.72,10046682.72
 08/08  24:00:00,13238777.5,37565282.27,4717753.269,1471547.069,680348.5344,9811393.524,0,293691.709,7351770.58,7351770.58
 08/09  01:00:00,12482275.93,31121899.59,2830651.962,882928.2412,408209.1206,7695144.662,0,228710.6857,6593978.992,6593978.992
 08/09  02:00:00,12104025.15,26648186.34,1887101.308,588618.8275,272139.4137,5748451.266,0,170034.0652,5877816.316,5877816.316
 08/09  03:00:00,11725774.36,24310584.82,1887101.308,588618.8275,272139.4137,4276215.102,0,126085.9645,5434649.849,5434649.849
 08/09  04:00:00,12104025.15,24476966.46,2098031.992,654411.6769,280883.0674,3347678.256,0,98206.48781,5893729.834,5893729.834
 08/09  05:00:00,12482275.93,35037857.76,5756753.656,1795628.869,722103.3507,2743887.237,4836290.924,128567.8955,6572349.9,6572349.9
 08/09  06:00:00,13995279.07,50412578.03,13515268.45,4215640.906,1695299.333,3879749.08,3276528.853,158271.8329,9676540.506,9676540.506
 08/09  07:00:00,15886533,61819342.49,17103223.81,5334784.892,2145357.603,4341753.953,2844365.335,165721.2005,13997602.68,13997602.68
 08/09  08:00:00,16264783.79,63754997.58,18175923.3,5669378.01,2126098.268,3048296.422,1354555.084,108822.7612,17007139.95,17007139.95
